dataset,model,section,section_name,n_items,phenomenon_id,soundness,consistency,total,accuracy
fracas,llama-3.3-70b,1,Generalized Quantifiers,80,1.0375,1.4375,0.875,3.35,0.6625
fracas,llama-3.3-70b,2,Plurals,33,1.121212121212121,1.4545454545454546,0.9090909090909091,3.484848484848485,0.7575757575757576
fracas,llama-3.3-70b,3,Anaphora,28,0.9642857142857143,1.5357142857142858,0.9285714285714286,3.4285714285714284,0.8214285714285714
fracas,llama-3.3-70b,4,Ellipsis,55,0.9272727272727272,1.1818181818181819,0.9272727272727272,3.036363636363636,0.6727272727272727
fracas,llama-3.3-70b,5,Adjectives,23,1.2173913043478262,1.2608695652173914,0.9565217391304348,3.4347826086956523,0.6521739130434783
fracas,llama-3.3-70b,6,Comparatives,31,1.5806451612903225,1.5806451612903225,0.967741935483871,4.129032258064516,0.7741935483870968
fracas,llama-3.3-70b,7,Temporal Reference,71,1.5633802816901408,1.4647887323943662,0.971830985915493,4.0,0.7183098591549296
fracas,llama-3.3-70b,8,Verbs,8,1.25,1.75,1.0,4.0,0.875
fracas,llama-3.3-70b,9,Attitudes,13,1.1538461538461537,1.6923076923076923,0.8461538461538461,3.6923076923076925,0.6923076923076923
fracas,llama-4-maverick,1,Generalized Quantifiers,80,1.0125,1.3625,0.875,3.25,0.65
fracas,llama-4-maverick,2,Plurals,33,1.1818181818181819,1.4848484848484849,0.9393939393939394,3.606060606060606,0.7575757575757576
fracas,llama-4-maverick,3,Anaphora,28,1.25,1.5714285714285714,1.0,3.8214285714285716,0.8214285714285714
fracas,llama-4-maverick,4,Ellipsis,55,1.1636363636363636,1.309090909090909,0.9454545454545454,3.418181818181818,0.6545454545454545
fracas,llama-4-maverick,5,Adjectives,23,1.565217391304348,1.391304347826087,0.9130434782608695,3.869565217391304,0.6086956521739131
fracas,llama-4-maverick,6,Comparatives,31,1.7741935483870968,1.4838709677419355,0.9032258064516129,4.161290322580645,0.7096774193548387
fracas,llama-4-maverick,7,Temporal Reference,71,1.7464788732394365,1.5633802816901408,0.971830985915493,4.28169014084507,0.704225352112676
fracas,llama-4-maverick,8,Verbs,8,1.5,1.75,1.0,4.25,0.875
fracas,llama-4-maverick,9,Attitudes,13,1.4615384615384615,1.6923076923076923,1.0,4.153846153846154,0.7692307692307693
fracas,mistral-large-3,1,Generalized Quantifiers,80,1.225,1.5375,0.7,3.4625,0.575
fracas,mistral-large-3,2,Plurals,33,1.1818181818181819,1.5151515151515151,0.8787878787878788,3.5757575757575757,0.696969696969697
fracas,mistral-large-3,3,Anaphora,28,1.0357142857142858,1.4285714285714286,0.9642857142857143,3.4285714285714284,0.7142857142857143
fracas,mistral-large-3,4,Ellipsis,55,1.3636363636363635,1.3272727272727274,0.8181818181818182,3.5090909090909093,0.5454545454545454
fracas,mistral-large-3,5,Adjectives,23,1.4782608695652173,1.2608695652173914,0.8260869565217391,3.5652173913043477,0.5217391304347826
fracas,mistral-large-3,6,Comparatives,31,1.8387096774193548,1.3870967741935485,0.967741935483871,4.193548387096774,0.7096774193548387
fracas,mistral-large-3,7,Temporal Reference,71,1.7464788732394365,1.5633802816901408,0.9154929577464789,4.225352112676056,0.676056338028169
fracas,mistral-large-3,8,Verbs,8,1.375,1.5,0.875,3.75,0.625
fracas,mistral-large-3,9,Attitudes,13,1.2307692307692308,1.7692307692307692,0.7692307692307693,3.769230769230769,0.6153846153846154
fracas-multilabel,deepseek-r1,1,Generalized Quantifiers,436,1.6330275229357798,1.548165137614679,0.9747706422018348,4.155963302752293,0.7408256880733946
fracas-multilabel,deepseek-r1,2,Plurals,184,1.826086956521739,1.6956521739130435,0.9945652173913043,4.516304347826087,0.8260869565217391
fracas-multilabel,deepseek-r1,3,Anaphora,146,1.5410958904109588,1.3356164383561644,1.0,3.8767123287671232,0.6095890410958904
fracas-multilabel,deepseek-r1,4,Ellipsis,68,1.661764705882353,1.411764705882353,1.0,4.073529411764706,0.6176470588235294
fracas-multilabel,deepseek-r1,5,Adjectives,232,1.5603448275862069,1.5387931034482758,0.9612068965517241,4.060344827586207,0.7241379310344828
fracas-multilabel,deepseek-r1,6,Comparatives,53,1.9622641509433962,1.320754716981132,0.9811320754716981,4.264150943396227,0.6037735849056604
fracas-multilabel,deepseek-r1,7,Temporal Reference,310,1.7032258064516128,1.5612903225806452,0.9709677419354839,4.235483870967742,0.7516129032258064
fracas-multilabel,deepseek-r1,8,Verbs,32,1.71875,1.5625,0.96875,4.25,0.75
fracas-multilabel,deepseek-r1,9,Attitudes,105,1.7333333333333334,1.6285714285714286,0.9904761904761905,4.352380952380952,0.7714285714285715
fracas-multilabel,deepseek-v4-pro,1,Generalized Quantifiers,436,1.6490825688073394,1.5321100917431192,0.9770642201834863,4.158256880733945,0.7385321100917431
fracas-multilabel,deepseek-v4-pro,2,Plurals,184,1.766304347826087,1.673913043478261,0.9728260869565217,4.413043478260869,0.8206521739130435
fracas-multilabel,deepseek-v4-pro,3,Anaphora,147,1.5034013605442176,1.380952380952381,1.0,3.8843537414965987,0.6666666666666666
fracas-multilabel,deepseek-v4-pro,4,Ellipsis,68,1.5588235294117647,1.4411764705882353,0.9852941176470589,3.985294117647059,0.7205882352941176
fracas-multilabel,deepseek-v4-pro,5,Adjectives,232,1.5775862068965518,1.4267241379310345,0.9655172413793104,3.9698275862068964,0.6681034482758621
fracas-multilabel,deepseek-v4-pro,6,Comparatives,53,1.9433962264150944,1.3018867924528301,0.9811320754716981,4.226415094339623,0.6415094339622641
fracas-multilabel,deepseek-v4-pro,7,Temporal Reference,310,1.6838709677419355,1.4645161290322581,0.9709677419354839,4.119354838709677,0.7064516129032258
fracas-multilabel,deepseek-v4-pro,8,Verbs,33,1.7272727272727273,1.696969696969697,1.0,4.424242424242424,0.7878787878787878
fracas-multilabel,deepseek-v4-pro,9,Attitudes,105,1.7809523809523808,1.6476190476190475,0.9809523809523809,4.40952380952381,0.7904761904761904
fracas-multilabel,gpt-4o,1,Generalized Quantifiers,436,1.4610091743119267,1.5229357798165137,0.9564220183486238,3.9403669724770642,0.713302752293578
fracas-multilabel,gpt-4o,2,Plurals,184,1.6956521739130435,1.6684782608695652,0.9402173913043478,4.304347826086956,0.7880434782608695
fracas-multilabel,gpt-4o,3,Anaphora,147,1.1020408163265305,1.272108843537415,0.9727891156462585,3.3469387755102042,0.5918367346938775
fracas-multilabel,gpt-4o,4,Ellipsis,68,1.1764705882352942,1.25,0.9705882352941176,3.3970588235294117,0.5882352941176471
fracas-multilabel,gpt-4o,5,Adjectives,232,1.4137931034482758,1.5387931034482758,0.9353448275862069,3.8879310344827585,0.6810344827586207
fracas-multilabel,gpt-4o,6,Comparatives,53,1.9245283018867925,1.3018867924528301,0.9811320754716981,4.2075471698113205,0.6226415094339622
fracas-multilabel,gpt-4o,7,Temporal Reference,310,1.564516129032258,1.5064516129032257,0.9580645161290322,4.029032258064516,0.7064516129032258
fracas-multilabel,gpt-4o,8,Verbs,33,1.4545454545454546,1.5454545454545454,0.9090909090909091,3.909090909090909,0.696969696969697
fracas-multilabel,gpt-4o,9,Attitudes,105,1.4952380952380953,1.542857142857143,0.9809523809523809,4.019047619047619,0.7523809523809524
fracas-multilabel,gpt-5.4,1,Generalized Quantifiers,436,1.7454128440366972,1.591743119266055,0.9931192660550459,4.330275229357798,0.75
fracas-multilabel,gpt-5.4,2,Plurals,184,1.9293478260869565,1.7228260869565217,1.0,4.6521739130434785,0.8097826086956522
fracas-multilabel,gpt-5.4,3,Anaphora,147,1.7346938775510203,1.3265306122448979,1.0,4.061224489795919,0.5918367346938775
fracas-multilabel,gpt-5.4,4,Ellipsis,68,1.8676470588235294,1.4705882352941178,0.9852941176470589,4.323529411764706,0.6764705882352942
fracas-multilabel,gpt-5.4,5,Adjectives,232,1.6637931034482758,1.6853448275862069,0.9870689655172413,4.336206896551724,0.7887931034482759
fracas-multilabel,gpt-5.4,6,Comparatives,53,1.9622641509433962,1.490566037735849,1.0,4.452830188679245,0.660377358490566
fracas-multilabel,gpt-5.4,7,Temporal Reference,310,1.7548387096774194,1.6129032258064515,0.9903225806451613,4.358064516129033,0.7709677419354839
fracas-multilabel,gpt-5.4,8,Verbs,33,1.8484848484848484,1.6666666666666667,1.0,4.515151515151516,0.7575757575757576
fracas-multilabel,gpt-5.4,9,Attitudes,105,1.8476190476190477,1.6571428571428573,0.9904761904761905,4.495238095238095,0.7904761904761904
fracas-multilabel,grok-4-20,1,Generalized Quantifiers,436,1.5963302752293578,1.3761467889908257,0.9724770642201835,3.944954128440367,0.6651376146788991
fracas-multilabel,grok-4-20,2,Plurals,184,1.7880434782608696,1.641304347826087,0.9619565217391305,4.391304347826087,0.8043478260869565
fracas-multilabel,grok-4-20,3,Anaphora,147,1.4557823129251701,1.2585034013605443,0.9795918367346939,3.693877551020408,0.5850340136054422
fracas-multilabel,grok-4-20,4,Ellipsis,68,1.6323529411764706,1.3529411764705883,0.9558823529411765,3.9411764705882355,0.6176470588235294
fracas-multilabel,grok-4-20,5,Adjectives,232,1.5387931034482758,1.3706896551724137,0.9827586206896551,3.8922413793103448,0.6422413793103449
fracas-multilabel,grok-4-20,6,Comparatives,53,1.9622641509433962,1.2264150943396226,1.0,4.188679245283019,0.6037735849056604
fracas-multilabel,grok-4-20,7,Temporal Reference,310,1.664516129032258,1.3451612903225807,0.9774193548387097,3.9870967741935486,0.6387096774193548
fracas-multilabel,grok-4-20,8,Verbs,33,1.6666666666666667,1.4242424242424243,1.0,4.090909090909091,0.696969696969697
fracas-multilabel,grok-4-20,9,Attitudes,105,1.723809523809524,1.380952380952381,0.9809523809523809,4.085714285714285,0.6857142857142857
fracas-multilabel,grok-4-20-reasoning,1,Generalized Quantifiers,436,1.6926605504587156,1.56651376146789,1.0,4.259174311926605,0.7568807339449541
fracas-multilabel,grok-4-20-reasoning,2,Plurals,184,1.9184782608695652,1.684782608695652,1.0,4.603260869565218,0.8152173913043478
fracas-multilabel,grok-4-20-reasoning,3,Anaphora,147,1.6734693877551021,1.3401360544217686,1.0,4.01360544217687,0.6326530612244898
fracas-multilabel,grok-4-20-reasoning,4,Ellipsis,68,1.9264705882352942,1.5147058823529411,1.0,4.4411764705882355,0.6764705882352942
fracas-multilabel,grok-4-20-reasoning,5,Adjectives,232,1.6206896551724137,1.5689655172413792,1.0,4.189655172413793,0.7413793103448276
fracas-multilabel,grok-4-20-reasoning,6,Comparatives,53,1.9811320754716981,1.490566037735849,1.0,4.471698113207547,0.6792452830188679
fracas-multilabel,grok-4-20-reasoning,7,Temporal Reference,310,1.732258064516129,1.5516129032258064,1.0,4.283870967741936,0.7419354838709677
fracas-multilabel,grok-4-20-reasoning,8,Verbs,33,1.878787878787879,1.5454545454545454,1.0,4.424242424242424,0.7878787878787878
fracas-multilabel,grok-4-20-reasoning,9,Attitudes,105,1.838095238095238,1.6476190476190475,1.0,4.485714285714286,0.8
fracas-multilabel,llama-3.3-70b,1,Generalized Quantifiers,436,1.3830275229357798,1.1857798165137614,0.9426605504587156,3.511467889908257,0.5756880733944955
fracas-multilabel,llama-3.3-70b,2,Plurals,184,1.559782608695652,1.4619565217391304,0.9782608695652174,4.0,0.7282608695652174
fracas-multilabel,llama-3.3-70b,3,Anaphora,147,1.183673469387755,1.129251700680272,0.9387755102040817,3.251700680272109,0.5510204081632653
fracas-multilabel,llama-3.3-70b,4,Ellipsis,68,1.2352941176470589,1.3235294117647058,0.9411764705882353,3.5,0.6764705882352942
fracas-multilabel,llama-3.3-70b,5,Adjectives,232,1.2456896551724137,1.0862068965517242,0.9525862068965517,3.2844827586206895,0.4956896551724138
fracas-multilabel,llama-3.3-70b,6,Comparatives,53,1.849056603773585,1.2264150943396226,0.9433962264150944,4.018867924528302,0.6226415094339622
fracas-multilabel,llama-3.3-70b,7,Temporal Reference,310,1.4,1.1419354838709677,0.964516129032258,3.5064516129032257,0.5548387096774193
fracas-multilabel,llama-3.3-70b,8,Verbs,33,1.5454545454545454,1.303030303030303,0.9393939393939394,3.787878787878788,0.6666666666666666
fracas-multilabel,llama-3.3-70b,9,Attitudes,105,1.5333333333333334,1.3238095238095238,0.9333333333333333,3.7904761904761903,0.6
fracas-multilabel,llama-4-maverick,1,Generalized Quantifiers,434,1.5207373271889402,1.3778801843317972,0.9331797235023042,3.8317972350230414,0.6612903225806451
fracas-multilabel,llama-4-maverick,2,Plurals,184,1.684782608695652,1.5869565217391304,0.967391304347826,4.239130434782608,0.7717391304347826
fracas-multilabel,llama-4-maverick,3,Anaphora,147,1.4149659863945578,1.1496598639455782,0.9319727891156463,3.496598639455782,0.4965986394557823
fracas-multilabel,llama-4-maverick,4,Ellipsis,68,1.5294117647058822,1.2205882352941178,0.9705882352941176,3.7205882352941178,0.5588235294117647
fracas-multilabel,llama-4-maverick,5,Adjectives,231,1.4458874458874458,1.3203463203463204,0.9307359307359307,3.696969696969697,0.6103896103896104
fracas-multilabel,llama-4-maverick,6,Comparatives,53,1.9245283018867925,1.3396226415094339,0.9622641509433962,4.226415094339623,0.6981132075471698
fracas-multilabel,llama-4-maverick,7,Temporal Reference,309,1.5889967637540454,1.3365695792880259,0.9385113268608414,3.8640776699029127,0.6310679611650486
fracas-multilabel,llama-4-maverick,8,Verbs,33,1.696969696969697,1.4545454545454546,0.9393939393939394,4.090909090909091,0.696969696969697
fracas-multilabel,llama-4-maverick,9,Attitudes,105,1.6,1.4190476190476191,0.9047619047619048,3.9238095238095236,0.638095238095238
fracas-multilabel,mistral-large-3,1,Generalized Quantifiers,436,1.5068807339449541,1.3669724770642202,0.9174311926605505,3.791284403669725,0.6422018348623854
fracas-multilabel,mistral-large-3,2,Plurals,184,1.7119565217391304,1.5978260869565217,0.9619565217391305,4.271739130434782,0.7717391304347826
fracas-multilabel,mistral-large-3,3,Anaphora,147,1.3605442176870748,1.251700680272109,0.8979591836734694,3.510204081632653,0.5782312925170068
fracas-multilabel,mistral-large-3,4,Ellipsis,68,1.5147058823529411,1.2941176470588236,0.9411764705882353,3.75,0.6470588235294118
fracas-multilabel,mistral-large-3,5,Adjectives,232,1.4482758620689655,1.3103448275862069,0.8922413793103449,3.6508620689655173,0.5775862068965517
fracas-multilabel,mistral-large-3,6,Comparatives,53,1.8679245283018868,1.0943396226415094,0.9811320754716981,3.943396226415094,0.5471698113207547
fracas-multilabel,mistral-large-3,7,Temporal Reference,310,1.6,1.335483870967742,0.9225806451612903,3.858064516129032,0.632258064516129
fracas-multilabel,mistral-large-3,8,Verbs,33,1.6363636363636365,1.5151515151515151,0.9393939393939394,4.090909090909091,0.7272727272727273
fracas-multilabel,mistral-large-3,9,Attitudes,105,1.7047619047619047,1.5047619047619047,0.9142857142857143,4.123809523809523,0.6857142857142857
fracas-translated,deepseek-r1,1,Generalized Quantifiers,80,1.25,1.5875,0.65,3.4875,0.5125
fracas-translated,deepseek-r1,2,Plurals,33,1.393939393939394,1.5151515151515151,0.9090909090909091,3.8181818181818183,0.696969696969697
fracas-translated,deepseek-r1,3,Anaphora,28,1.4642857142857142,1.5,0.8928571428571429,3.857142857142857,0.7142857142857143
fracas-translated,deepseek-r1,4,Ellipsis,55,1.290909090909091,1.2727272727272727,0.9090909090909091,3.4727272727272727,0.5636363636363636
fracas-translated,deepseek-r1,5,Adjectives,23,1.6956521739130435,1.434782608695652,0.8260869565217391,3.9565217391304346,0.5652173913043478
fracas-translated,deepseek-r1,6,Comparatives,31,1.935483870967742,1.1290322580645162,0.8709677419354839,3.935483870967742,0.4838709677419355
fracas-translated,deepseek-r1,7,Temporal Reference,71,1.9295774647887325,1.408450704225352,0.9295774647887324,4.267605633802817,0.6056338028169014
fracas-translated,deepseek-r1,8,Verbs,8,1.75,2.0,0.875,4.625,0.875
fracas-translated,deepseek-r1,9,Attitudes,13,1.5384615384615385,1.7692307692307692,0.6923076923076923,4.0,0.6153846153846154
fracas-translated,deepseek-v4-pro,1,Generalized Quantifiers,80,1.2375,1.5375,0.95,3.725,0.7625
fracas-translated,deepseek-v4-pro,2,Plurals,33,1.4242424242424243,1.606060606060606,0.9090909090909091,3.9393939393939394,0.7272727272727273
fracas-translated,deepseek-v4-pro,3,Anaphora,28,1.1428571428571428,1.5714285714285714,1.0,3.7142857142857144,0.7857142857142857
fracas-translated,deepseek-v4-pro,4,Ellipsis,55,1.309090909090909,1.2727272727272727,1.0,3.581818181818182,0.6
fracas-translated,deepseek-v4-pro,5,Adjectives,23,1.565217391304348,1.4782608695652173,0.9130434782608695,3.9565217391304346,0.6521739130434783
fracas-translated,deepseek-v4-pro,6,Comparatives,31,1.8064516129032258,1.2903225806451613,1.0,4.096774193548387,0.6774193548387096
fracas-translated,deepseek-v4-pro,7,Temporal Reference,71,1.9154929577464788,1.380281690140845,0.9577464788732394,4.253521126760563,0.6197183098591549
fracas-translated,deepseek-v4-pro,8,Verbs,8,1.75,1.5,1.0,4.25,0.75
fracas-translated,deepseek-v4-pro,9,Attitudes,13,1.5384615384615385,2.0,0.9230769230769231,4.461538461538462,0.9230769230769231
fracas-translated,gpt-4o,1,Generalized Quantifiers,80,1.0,1.4875,0.9375,3.425,0.7
fracas-translated,gpt-4o,2,Plurals,33,1.303030303030303,1.606060606060606,0.9696969696969697,3.878787878787879,0.7878787878787878
fracas-translated,gpt-4o,3,Anaphora,28,0.9285714285714286,1.6428571428571428,0.9642857142857143,3.5357142857142856,0.7857142857142857
fracas-translated,gpt-4o,4,Ellipsis,55,0.7090909090909091,1.1454545454545455,0.8909090909090909,2.7454545454545456,0.5454545454545454
fracas-translated,gpt-4o,5,Adjectives,23,1.6956521739130435,1.3043478260869565,0.9130434782608695,3.9130434782608696,0.6956521739130435
fracas-translated,gpt-4o,6,Comparatives,31,1.8387096774193548,1.4838709677419355,1.0,4.32258064516129,0.7741935483870968
fracas-translated,gpt-4o,7,Temporal Reference,71,1.8028169014084507,1.4788732394366197,0.9295774647887324,4.211267605633803,0.676056338028169
fracas-translated,gpt-4o,8,Verbs,8,1.375,1.5,1.0,3.875,0.75
fracas-translated,gpt-4o,9,Attitudes,13,1.3846153846153846,1.7692307692307692,0.8461538461538461,4.0,0.8461538461538461
fracas-translated,gpt-5.4,1,Generalized Quantifiers,80,1.375,1.725,1.0,4.1,0.8625
fracas-translated,gpt-5.4,2,Plurals,33,1.5757575757575757,1.7272727272727273,0.9393939393939394,4.242424242424242,0.8181818181818182
fracas-translated,gpt-5.4,3,Anaphora,28,1.6071428571428572,1.8571428571428572,0.9642857142857143,4.428571428571429,0.8214285714285714
fracas-translated,gpt-5.4,4,Ellipsis,55,1.6181818181818182,1.3636363636363635,1.0,3.981818181818182,0.6727272727272727
fracas-translated,gpt-5.4,5,Adjectives,23,1.6956521739130435,1.565217391304348,1.0,4.260869565217392,0.6521739130434783
fracas-translated,gpt-5.4,6,Comparatives,31,1.935483870967742,1.5806451612903225,1.0,4.516129032258065,0.6774193548387096
fracas-translated,gpt-5.4,7,Temporal Reference,71,1.971830985915493,1.5211267605633803,0.971830985915493,4.464788732394366,0.6619718309859155
fracas-translated,gpt-5.4,8,Verbs,8,1.375,1.5,1.0,3.875,0.75
fracas-translated,gpt-5.4,9,Attitudes,13,1.5384615384615385,1.9230769230769231,0.9230769230769231,4.384615384615385,0.8461538461538461
fracas-translated,grok-4-20,1,Generalized Quantifiers,80,1.2125,1.45,0.875,3.5375,0.725
fracas-translated,grok-4-20,2,Plurals,33,1.2727272727272727,1.5151515151515151,0.9393939393939394,3.727272727272727,0.7878787878787878
fracas-translated,grok-4-20,3,Anaphora,28,1.1428571428571428,1.4285714285714286,0.9285714285714286,3.5,0.7857142857142857
fracas-translated,grok-4-20,4,Ellipsis,55,1.3272727272727274,1.1636363636363636,0.9454545454545454,3.4363636363636365,0.5818181818181818
fracas-translated,grok-4-20,5,Adjectives,23,1.608695652173913,1.3478260869565217,1.0,3.9565217391304346,0.6956521739130435
fracas-translated,grok-4-20,6,Comparatives,31,1.935483870967742,1.5483870967741935,0.967741935483871,4.451612903225806,0.8064516129032258
fracas-translated,grok-4-20,7,Temporal Reference,71,1.9014084507042253,1.3661971830985915,0.9577464788732394,4.225352112676056,0.5633802816901409
fracas-translated,grok-4-20,8,Verbs,8,1.375,1.75,1.0,4.125,0.875
fracas-translated,grok-4-20,9,Attitudes,13,1.6923076923076923,2.0,0.9230769230769231,4.615384615384615,0.9230769230769231
fracas-translated,grok-4-20-reasoning,1,Generalized Quantifiers,80,1.475,1.85,0.85,4.175,0.775
fracas-translated,grok-4-20-reasoning,2,Plurals,33,1.4242424242424243,1.606060606060606,0.9393939393939394,3.9696969696969697,0.7575757575757576
fracas-translated,grok-4-20-reasoning,3,Anaphora,28,1.5357142857142858,1.4285714285714286,1.0,3.9642857142857144,0.6428571428571429
fracas-translated,grok-4-20-reasoning,4,Ellipsis,55,1.7454545454545454,1.3818181818181818,1.0,4.127272727272727,0.6545454545454545
fracas-translated,grok-4-20-reasoning,5,Adjectives,23,1.826086956521739,1.608695652173913,1.0,4.434782608695652,0.782608695652174
fracas-translated,grok-4-20-reasoning,6,Comparatives,31,1.935483870967742,1.4838709677419355,0.967741935483871,4.387096774193548,0.7096774193548387
fracas-translated,grok-4-20-reasoning,7,Temporal Reference,71,1.943661971830986,1.5633802816901408,0.9577464788732394,4.464788732394366,0.7183098591549296
